Country,q#3,q#4,q#5_min,q#5_max,q#5_avg,q#5_var,q#6_min,q#6_max,q#6_avg,q#6_var,q#7_min,q#7_max,q#7_avg,q#7_var,q#8_min,q#8_max,q#8_avg,q#8_var,q#9_min,q#9_max,q#9_avg,q#9_var,q#10_min,q#10_max,q#10_avg,q#10_var,q#11,q#12_min,q#12_max,q#12_avg,q#12_var,q#13_min,q#13_max,q#13_avg,q#13_var,q#14,q#15,q#16,population,median_age,# of people aged 65 older,# of people aged 70 older,economic performance,death rates due to heart disease,diabetes prevalence,#of female smokers,#of male smokers,handwashing facilities,hospital beds per thousand people,life expectancy,human development index
Burundi,3477.0,6.0,0.59,1.31,0.9266118421052634,0.04299593068217713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11890781.0,17.5,2.562,1.504,702.225,293.068,6.05,0.0,0.0,6.144,0.8,61.58,0.433
Cambodia,5480.0,38.0,0.03,1.72,0.5953002610966057,0.21716814232066006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241947.0,299949.0,1541896.0,16718971.0,25.6,4.412,2.385,3645.07,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594
Cameroon,61731.0,919.0,0.26,1.52,0.831174934725848,0.12205788218524712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,26545864.0,18.8,3.165,1.919,3364.926,244.661,7.2,0.0,0.0,2.735,1.3,59.29,0.563
Canada,1113837.0,23531.0,0.72,2.85,1.1323690773067328,0.13976646,1.0,1117.0,383.7004950495049,81146.73291504782,4.0,4879.0,1818.6856435643565,1721309.906002746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,150904.0,72114.67481662592,1640991162.9700835,29497034.0,0.006,0.14,0.03591954022988506,0.0006750990730319183,7.1,181.7,50.80115740740745,1882.2250208601376,8641720.0,884012.0,9525732.0,37742157.0,41.4,16.984,10.797,44017.591,105.599,7.37,12.0,16.6,0.0,2.5,82.43,0.929
Cape Verde,19975.0,189.0,0.89,1.35,1.0710985915492948,0.013612368731845894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1393.0,423.8897058823529,48512.86779864109,0.0,0.071,0.216,0.14611728395061716,0.0008186577678330312,4.6,14.1,7.052469135802469,2.4850792793487906,2184.0,0.0,2184.0,555988.0,25.7,4.46,3.437,6222.554,182.219,2.42,2.1,16.5,0.0,2.1,72.98,0.665
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33808.0,27306.0,61114.0,65720.0,0.0,0.0,0.0,49903.029,0.0,13.22,0.0,0.0,0.0,0.0,83.92,0.0
Central African Republic,5728.0,75.0,0.18,1.38,0.600787172011662,0.09921078024007386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4829764.0,18.3,3.655,2.251,661.24,435.727,6.1,0.0,0.0,16.603,1.0,53.28,0.397
Chad,4686.0,168.0,0.5,1.38,0.9687679083094566,0.046182649623464134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16425859.0,16.7,2.486,1.446,1768.153,280.995,6.1,0.0,0.0,5.818,0.0,54.24,0.398
Chile,1109311.0,24923.0,0.8,2.85,1.124584382871536,0.09899993112947658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2759.0,79262.0,32420.163978494624,331888588.9321495,12128654.0,0.043,0.364,0.11728882833787482,0.007440680678730329,2.7,23.3,12.088283378746596,33.84353489205411,7664226.0,5270056.0,12934282.0,19116209.0,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,0.0,2.11,80.18,0.851
China,102167.0,4845.0,0.19,3.45,1.0241555555555555,0.2530616891781291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187360000.0,1439323774.0,38.7,10.641,5.929,15308.712,261.899,9.74,1.9,48.4,0.0,4.34,76.91,0.761
Colombia,2619422.0,67564.0,0.68,2.22,1.1318527918781722,0.06019439426606842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10885.0,93133.0,41803.329113924054,263814420.4747392,13577238.0,0.098,0.332,0.21667202572347247,0.0035923688345473465,3.0,10.2,5.042765273311892,3.140740998959418,2340554.0,1009672.0,3350226.0,50882884.0,32.2,7.646,4.312,13254.949,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767
Comoros,3815.0,146.0,0.58,1.29,0.8187538940809966,0.03289140234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869595.0,20.4,2.963,1.726,1413.89,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554
Congo,10084.0,139.0,0.22,0.96,0.5534153005464479,0.04796800900731844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5518092.0,19.0,3.402,2.063,4881.406,344.094,7.2,1.7,52.3,47.964,0.0,64.57,0.574
Costa Rica,228577.0,3071.0,0.67,1.73,1.1186445012787731,0.04324207034845496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6308.0,1812.5742574257426,1532394.7863849907,732282.0,0.022,0.426,0.22320300751879668,0.016529823615565264,2.3,45.5,8.203759398496244,69.33410450493675,354291.0,232508.0,586799.0,5094114.0,33.6,9.468,5.694,15524.995,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81
Cote d'Ivoire,45474.0,274.0,0.62,1.47,1.0761038961038958,0.04198005371093749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5774.0,1545.471264367816,1298120.2710428622,556152.0,0.015,0.295,0.08396368715083795,0.003790988458128349,3.4,65.2,19.583798882681574,194.78153096532733,87267.0,0.0,87267.0,26378275.0,18.7,2.933,1.582,3601.006,303.74,2.42,0.0,0.0,19.351,0.0,57.78,0.538
Croatia,303598.0,6486.0,0.13,3.34,1.115674300254453,0.26702025978758853,0.0,0.0,0.0,0.0,4.0,2976.0,859.1845730027549,744884.0808888618,0.0,0.0,0.0,0.0,3.035,2361.091,618.7790188679244,448901.694604429,8.0,12596.0,4026.108333333333,11837134.441554613,1683651.0,0.001,0.363,0.11768486352357341,0.00976532536942155,2.8,2797.2,97.32481389578166,129878.87708949039,500233.0,117283.0,617516.0,4105268.0,44.0,19.724,13.053,22669.797,253.782,5.59,34.3,39.9,0.0,5.54,78.49,0.851
Cuba,91448.0,500.0,0.55,2.22,1.0917187500000003,0.06880653764085923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,21799.0,8477.352185089974,40862840.81010202,3298208.0,0.001,0.077,0.01872062663185376,0.00029909352813793487,13.0,1177.4,146.87415143603127,30650.333210712426,0.0,0.0,0.0,11326616.0,43.1,14.738,9.719,0.0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783
Cyprus,54621.0,284.0,0.62,1.85,1.0993059125964018,0.08256269197045384,1.0,39.0,10.125,123.37588331731583,2.0,225.0,63.055,4948.879429149314,0.986,25.646,7.890878048780487,57.65717717750001,0.986,173.601,45.94387719298246,2543.562691818559,400.0,63207.0,11484.875,240276385.3933833,4416109.0,0.001,0.06,0.013455026455026428,0.00023976715519000345,16.7,2130.5,312.26084656084646,133111.90192416747,145357.0,57084.0,202441.0,875899.0,37.3,13.416,8.563,32415.132,141.171,9.24,19.6,52.7,0.0,3.4,80.98,0.887
Czechia,1597103.0,28317.0,0.64,2.49,1.1146115288220557,0.10624531261836824,2.0,2064.0,530.1228501228501,367885.69809992955,2.0,9462.0,2980.1474201474202,10202675.786794148,14.02,2990.2,926.8634210526316,970856.5444959255,8.011,14516.391,4925.1425,27349732.7291666,4537.0,341368.0,63234.666666666664,3927352550.8133283,0.0,0.023,0.321,0.14556306306306316,0.00570920423414754,3.1,43.5,10.027477477477479,71.71437603652669,1575629.0,847356.0,2422985.0,10708982.0,43.3,19.027,11.58,32605.906,227.485,6.82,30.5,38.3,0.0,6.63,79.38,0.9
Democratic Republic of Congo,28859.0,745.0,0.93,1.28,1.0674210526315793,0.012497832791473186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1217.0,373.78299120234607,46942.60968858132,0.0,0.053,0.452,0.19408646616541358,0.00838112945532218,2.2,19.0,6.566165413533835,12.200446279814882,0.0,0.0,0.0,89561404.0,17.0,3.02,1.745,808.133,318.949,6.1,0.0,0.0,4.472,0.0,60.68,0.48
Denmark,241700.0,2453.0,0.67,2.09,1.0763930348258706,0.06880987182915531,1.0,141.0,37.88145896656535,1492.5274297293279,9.0,964.0,231.29090909090908,61667.91485666245,0.0,0.0,0.0,0.0,0.995,993.757,215.11510000000004,57416.44015996897,1.0,208208.0,57322.89786223278,2974744800.9739237,24132941.0,0.001,0.195,0.01806127450980386,0.0008553917862468232,5.1,964.0,190.41862745098055,29464.09915399429,1022477.0,488202.0,1510679.0,5792203.0,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,0.0,2.5,80.9,0.94
Djibouti,10385.0,110.0,0.34,1.91,1.0633512064343174,0.1329219237773153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988002.0,25.4,4.213,2.38,2705.406,258.037,6.05,1.7,24.5,0.0,1.4,67.11,0.524
Dominica,165.0,0.0,0.09,0.3,0.16450000000000006,0.0023408223650647894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17775.0,337.0,18112.0,71991.0,0.0,0.0,0.0,9673.367,227.376,11.62,0.0,0.0,0.0,3.8,75.0,0.742
Dominican Republic,260133.0,3410.0,0.8,2.32,1.07529411764706,0.04855261275476661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,11329.0,3452.309941520468,3888278.920133126,1357657.0,0.084,0.404,0.19773056994818655,0.004894350777534154,2.5,12.0,5.654922279792748,3.6170764715803676,909898.0,600000.0,1509898.0,10847904.0,27.6,6.981,4.419,14600.861,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756
Ecuador,355964.0,17528.0,0.9,2.81,1.109340101522843,0.06973094549009705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3743.0,12181.0,2949.1070496083553,4690075.457059839,1149227.0,0.17,0.407,0.26814018691588787,0.0028010097643765565,2.5,5.9,3.8392523364485984,0.5617897683440234,338180.0,183300.0,485132.0,17643060.0,28.1,7.104,4.458,10581.936,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
Egypt,214639.0,12653.0,0.45,1.72,1.0747487437185914,0.05514541682264338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148987.0,0.0,164534.0,102334403.0,25.3,5.159,2.891,10550.206,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707
El Salvador,67249.0,2068.0,0.35,1.72,1.0350268817204298,0.04917879120320253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,5498.0,2367.8446866485015,209810.63624623016,868999.0,0.011,0.175,0.07373841961852864,0.0015406849114634655,5.7,90.4,19.31307901907358,220.65771335363854,460565.0,15456.0,200000.0,6486201.0,27.6,8.273,5.417,7292.458,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673
Equatorial Guinea,7259.0,106.0,0.11,1.36,0.6898319327731092,0.12118422784370662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27579.0,5305.0,32884.0,1402985.0,22.4,2.846,1.752,22604.873,202.812,7.78,0.0,0.0,24.64,2.1,58.74,0.592
Eritrea,3491.0,10.0,0.27,1.28,0.7604918032786883,0.12035189469355956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3546427.0,19.3,3.607,2.171,1510.459,311.11,6.05,0.2,11.4,0.0,0.7,66.32,0.459
Estonia,116678.0,1070.0,0.42,1.93,1.0836934673366831,0.08132876802720657,1.0,76.0,17.905339805825243,475.43047933649456,1.0,737.0,185.59708737864077,51883.20444468124,0.998,56.895,16.53770454545454,296.02732672255274,1.996,542.004,127.23288333333333,27658.014994267738,8.0,9448.0,2938.4409638554216,5148156.881356624,1219466.0,0.001,0.208,0.05832029339853299,0.003877523158160323,4.8,1053.4,107.48606356968212,31392.297205642062,277745.0,80926.0,358671.0,1326539.0,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,0.0,4.69,78.74,0.892
Eswatini,18414.0,670.0,0.38,1.78,0.9883190883190879,0.08983069387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27601.0,0.0,27601.0,1160164.0,21.5,3.163,1.845,7738.975,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611
Ethiopia,238527.0,3300.0,0.22,2.27,1.0860330578512403,0.1048054187906352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,25158.0,6469.088772845953,20612679.714104597,2478471.0,0.045,0.257,0.08195419847328246,0.0037601264056643068,3.9,724.0,42.5058823529412,8889.97075318869,0.0,0.0,430000.0,114963583.0,19.8,3.526,2.063,1729.927,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485
Europe,42823202.0,972627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126715246.0,46851939.0,173843396.0,748680069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
European Union,29146694.0,657886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79343977.0,29744792.0,109088769.0,444919060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faeroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9528.0,4777.0,14305.0,48865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.67,0.0
Falkland Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.0,1717.0,4322.0,3483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44,0.0
Fiji,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-357.0,674.0,110.5814696485623,15074.258711374096,41196.0,0.001,0.381,0.004096103896103879,0.00044092349582248265,2.6,1979.0,444.8857954545454,159756.26213028576,27705.0,0.0,27705.0,896444.0,28.6,6.224,3.284,8702.975,412.82,14.49,10.2,34.8,0.0,2.3,67.44,0.743
Finland,83633.0,887.0,0.64,1.55,1.070025062656641,0.043244395343551935,1.0,83.0,26.759183673469387,518.9090298306907,3.0,313.0,131.1061224489796,8273.204834049986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28826.0,10272.416464891041,53586722.23706287,4242517.0,0.001,0.118,0.021341523341523328,0.00032203188623844306,8.5,1443.8,151.44815724815737,45534.7986646121,1267678.0,116412.0,1384090.0,5540718.0,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,0.0,3.28,81.91,0.938
France,5285304.0,100563.0,0.62,3.05,1.1794902912621361,0.1875698557313774,1.0,7019.0,2458.8840579710145,3315895.733972762,1.0,33466.0,17439.260240963857,107454409.3573304,76.934,4037.019,1236.4792586206897,1086943.102161055,508.17,20232.672,6924.144224137932,29613031.403577086,6512.0,739281.0,210370.7142857143,28692907544.794296,0.0,0.01,0.159,0.05751212121212121,0.0013297408930072706,6.3,100.0,30.55545454545455,683.922436415037,11982970.0,4269590.0,16252560.0,68147687.0,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,0.0,5.98,82.66,0.901
Gabon,21566.0,132.0,0.81,1.54,1.1624725274725272,0.042258704247584794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,3925.0,2225728.0,23.1,4.45,2.976,16562.413,259.967,7.2,0.0,0.0,0.0,6.3,66.47,0.703
Gambia,5720.0,170.0,0.65,1.54,0.9666666666666673,0.06996312930998744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1301.0,201.65762711864406,44941.762934425475,59489.0,0.003,0.51,0.07035170603674541,0.009498259168975069,2.0,297.7,50.56657534246572,3137.106892887333,16735.0,0.0,16735.0,2416664.0,17.5,2.339,1.417,1561.767,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496
Georgia,293321.0,3916.0,0.63,2.36,1.0947382198952886,0.09762027955167021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24917.0,0.0,24917.0,3989175.0,38.7,14.864,10.244,9745.079,496.218,7.11,5.3,55.5,0.0,2.6,73.77,0.812
Germany,3134108.0,79894.0,0.65,3.12,1.1517274939172746,0.20187795597858416,200.0,5745.0,2133.2082262210797,3092225.181714316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.193,7629.204,2443.375296875001,5878748.208662317,0.0,0.0,0.0,0.0,52668054.0,0.006,0.154,0.05412068965517243,0.0017082406894429055,6.5,166.7,47.77241379310346,2374.0637488457983,15906352.0,5425990.0,21332342.0,83783945.0,46.6,21.453,15.957,45229.245,156.139,8.31,28.2,33.1,0.0,8.0,81.33,0.947
Ghana,91545.0,766.0,0.82,1.59,1.1353626943005182,0.04219688986338338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,12735.0,2746.6612903225805,2798131.619652077,1039284.0,0.006,0.319,0.08415544041450776,0.003837325039635689,3.1,166.1,22.322279792746105,512.8428830494181,755686.0,0.0,755686.0,31072945.0,21.1,3.385,1.948,4227.63,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611
Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35825.0,30384.0,66209.0,33691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93,0.0
Greece,311033.0,9330.0,0.69,1.58,1.103859649122808,0.045420825231686064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.945,348.13,94.85315254237285,12476.941409868014,7.779,3319.877,860.4062200000001,1004048.870795392,176.0,100543.0,19373.80056980057,330592914.2390531,7249251.0,0.001,0.105,0.03320646766169153,0.0007567492366341006,9.5,768.2,93.22064676616917,16676.85256509599,1671324.0,768886.0,2440210.0,10423056.0,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52.0,0.0,4.21,82.24,0.888
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270.0,4297.0,10567.0,56772.0,0.0,0.0,0.0,0.0,199.941,2.16,0.0,0.0,0.0,0.0,71.7,0.0
Grenada,155.0,1.0,-0.0,0.22,0.03786324786324781,0.0035941364447086804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9821.0,0.0,9821.0,112519.0,29.4,7.304,5.021,13593.877,243.964,10.71,0.0,0.0,0.0,3.7,72.4,0.779
Guatemala,210667.0,7160.0,0.91,1.56,1.1030727762803207,0.02397037545653762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11478.0,2787.1907090464547,5719955.080395761,1139962.0,0.033,0.513,0.19482188295165423,0.009031742704862558,1.9,30.2,6.548346055979646,15.895232650458144,152733.0,1823.0,154556.0,17915567.0,22.9,4.694,3.016,7423.808,155.898,10.18,0.0,0.0,76.665,0.6,74.3,0.663
Guernsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29575.0,8254.0,37829.0,67052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,21392.0,138.0,1.0,1.3,1.0919628647214832,0.005749450401765502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79665.0,13132792.0,19.0,3.135,1.733,1998.926,336.717,2.42,0.0,0.0,17.45,0.3,61.6,0.477
Guinea-Bissau,3710.0,66.0,0.14,1.26,0.6038920454545446,0.1204582430337416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967998.0,19.4,3.002,1.565,1548.675,382.474,2.42,0.0,0.0,6.403,0.0,58.32,0.48
Guyana,11642.0,267.0,0.5,1.4,1.0286510263929616,0.04267924826989619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60172.0,0.0,60172.0,786559.0,26.3,5.305,2.837,7435.047,373.159,11.62,0.0,0.0,77.159,1.6,69.91,0.682
Haiti,12876.0,252.0,0.91,1.43,1.075565217391306,0.020802067840724713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11402533.0,24.3,4.8,2.954,1653.173,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51
Honduras,199682.0,4934.0,0.96,1.47,1.1047258485639693,0.017728094761656755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,2639.0,57639.0,9904608.0,24.9,4.652,2.883,4541.795,240.208,7.21,2.0,0.0,84.169,0.7,75.27,0.634
Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11193673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671715.0,345916.0,1017631.0,7496988.0,44.8,16.303,10.158,56054.92,0.0,8.33,0.0,0.0,0.0,0.0,84.86,0.949
